icd_code,category,subcategory,description
828,Injury And Poisoning,Fracture Of Lower Limb,"Multiple Fractures Involving Both Lower Limbs, Lower With Upper Limb, And Lower Limb(S) With Rib(S) And Sternum"
829,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Unspecified Bones
830,Injury And Poisoning,Dislocation,Dislocation Of Jaw
831,Injury And Poisoning,Dislocation,Dislocation Of Shoulder
832,Injury And Poisoning,Dislocation,Dislocation Of Elbow
833,Injury And Poisoning,Dislocation,Dislocation Of Wrist
834,Injury And Poisoning,Dislocation,Dislocation Of Finger
835,Injury And Poisoning,Dislocation,Dislocation Of Hip
836,Injury And Poisoning,Dislocation,Dislocation Of Knee
837,Injury And Poisoning,Dislocation,Dislocation Of Ankle
838,Injury And Poisoning,Dislocation,Dislocation Of Foot
839,Injury And Poisoning,Dislocation,"Other, Multiple, And Ill-Defined Dislocations"
840,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Shoulder And Upper Arm
841,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Elbow And Forearm
842,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Wrist And Hand
843,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Hip And Thigh
844,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Knee And Leg
845,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Ankle And Foot
846,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Sacroiliac Region
847,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Sprains And Strains Of Other And Unspecified Parts Of Back
848,Injury And Poisoning,Sprains And Strains Of Joints And Adjacent Muscles,Other And Ill-Defined Sprains And Strains
850,Injury And Poisoning,"Intracranial Injury, Excluding Those With Skull Fracture",Concussion
851,Injury And Poisoning,"Intracranial Injury, Excluding Those With Skull Fracture",Cerebral Laceration And Contusion
852,Injury And Poisoning,"Intracranial Injury, Excluding Those With Skull Fracture","Subarachnoid, Subdural, And Extradural Hemorrhage, Following Injury"
853,Injury And Poisoning,"Intracranial Injury, Excluding Those With Skull Fracture",Other And Unspecified Intracranial Hemorrhage Following Injury
854,Injury And Poisoning,"Intracranial Injury, Excluding Those With Skull Fracture",Intracranial Injury Of Other And Unspecified Nature
860,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Traumatic Pneumothorax And Hemothorax
861,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Heart And Lung
862,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Other And Unspecified Intrathoracic Organs
863,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Gastrointestinal Tract
864,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Liver
865,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Spleen
866,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Kidney
867,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Pelvic Organs
868,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Injury To Other Intra-Abdominal Organs
869,Injury And Poisoning,"Internal Injury Of Chest, Abdomen, And Pelvis",Internal Injury To Unspecified Or Ill-Defined Organs
870,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Ocular Adnexa
871,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Eyeball
872,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Ear
873,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Other Open Wound Of Head
874,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Neck
875,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Chest (Wall)
876,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Back
877,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk",Open Wound Of Buttock
878,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk","Open Wound Of Genital Organs (External), Including Traumatic Amputation"
879,Injury And Poisoning,"Open Wound Of Head, Neck, And Trunk","Open Wound Of Other And Unspecified Sites, Except Limbs"
880,Injury And Poisoning,Open Wound Of Upper Limb,Open Wound Of Shoulder And Upper Arm
881,Injury And Poisoning,Open Wound Of Upper Limb,"Open Wound Of Elbow, Forearm, And Wrist"
882,Injury And Poisoning,Open Wound Of Upper Limb,Open Wound Of Hand Except Finger(S) Alone
883,Injury And Poisoning,Open Wound Of Upper Limb,Open Wound Of Finger(S)
884,Injury And Poisoning,Open Wound Of Upper Limb,Multiple And Unspecified Open Wound Of Upper Limb
885,Injury And Poisoning,Open Wound Of Upper Limb,Traumatic Amputation Of Thumb (Complete) (Partial)
886,Injury And Poisoning,Open Wound Of Upper Limb,Traumatic Amputation Of Other Finger(S) (Complete) (Partial)
887,Injury And Poisoning,Open Wound Of Upper Limb,Traumatic Amputation Of Arm And Hand (Complete) (Partial)
890,Injury And Poisoning,Open Wound Of Lower Limb,Open Wound Of Hip And Thigh
891,Injury And Poisoning,Open Wound Of Lower Limb,"Open Wound Of Knee, Leg [Except Thigh], And Ankle"
892,Injury And Poisoning,Open Wound Of Lower Limb,Open Wound Of Foot Except Toe(S) Alone
893,Injury And Poisoning,Open Wound Of Lower Limb,Open Wound Of Toe(S)
894,Injury And Poisoning,Open Wound Of Lower Limb,Multiple And Unspecified Open Wound Of Lower Limb
895,Injury And Poisoning,Open Wound Of Lower Limb,Traumatic Amputation Of Toe(S) (Complete) (Partial)
896,Injury And Poisoning,Open Wound Of Lower Limb,Traumatic Amputation Of Foot (Complete) (Partial)
897,Injury And Poisoning,Open Wound Of Lower Limb,Traumatic Amputation Of Leg(S) (Complete) (Partial)
900,Injury And Poisoning,Injury To Blood Vessels,Injury To Blood Vessels Of Head And Neck
901,Injury And Poisoning,Injury To Blood Vessels,Injury To Blood Vessels Of Thorax
902,Injury And Poisoning,Injury To Blood Vessels,Injury To Blood Vessels Of Abdomen And Pelvis
903,Injury And Poisoning,Injury To Blood Vessels,Injury To Blood Vessels Of Upper Extremity
904,Injury And Poisoning,Injury To Blood Vessels,Injury To Blood Vessels Of Lower Extremity And Unspecified Sites
905,Injury And Poisoning,"Late Effects Of Injuries, Poisonings, Toxic Effects, And Other External Causes",Late Effects Of Musculoskeletal And Connective Tissue Injuries
906,Injury And Poisoning,"Late Effects Of Injuries, Poisonings, Toxic Effects, And Other External Causes",Late Effects Of Injuries To Skin And Subcutaneous Tissues
907,Injury And Poisoning,"Late Effects Of Injuries, Poisonings, Toxic Effects, And Other External Causes",Late Effects Of Injuries To The Nervous System
908,Injury And Poisoning,"Late Effects Of Injuries, Poisonings, Toxic Effects, And Other External Causes",Late Effects Of Other And Unspecified Injuries
909,Injury And Poisoning,"Late Effects Of Injuries, Poisonings, Toxic Effects, And Other External Causes",Late Effects Of Other And Unspecified External Causes
910,Injury And Poisoning,Superficial Injury,"Superficial Injury Of Face, Neck, And Scalp Except Eye"
911,Injury And Poisoning,Superficial Injury,Superficial Injury Of Trunk
912,Injury And Poisoning,Superficial Injury,Superficial Injury Of Shoulder And Upper Arm
913,Injury And Poisoning,Superficial Injury,"Superficial Injury Of Elbow, Forearm, And Wrist"
914,Injury And Poisoning,Superficial Injury,Superficial Injury Of Hand(S) Except Finger(S) Alone
915,Injury And Poisoning,Superficial Injury,Superficial Injury Of Finger(S)
916,Injury And Poisoning,Superficial Injury,"Superficial Injury Of Hip, Thigh, Leg, And Ankle"
917,Injury And Poisoning,Superficial Injury,Superficial Injury Of Foot And Toe(S)
918,Injury And Poisoning,Superficial Injury,Superficial Injury Of Eye And Adnexa
919,Injury And Poisoning,Superficial Injury,"Superficial Injury Of Other, Multiple, And Unspecified Sites"
920,Injury And Poisoning,Contusion With Intact Skin Surface,"Contusion Of Face, Scalp, And Neck Except Eye(S)"
921,Injury And Poisoning,Contusion With Intact Skin Surface,Contusion Of Eye And Adnexa
922,Injury And Poisoning,Contusion With Intact Skin Surface,Contusion Of Trunk
923,Injury And Poisoning,Contusion With Intact Skin Surface,Contusion Of Upper Limb
924,Injury And Poisoning,Contusion With Intact Skin Surface,Contusion Of Lower Limb And Of Other And Unspecified Sites
925,Injury And Poisoning,Crushing Injury,"Crushing Injury Of Face, Scalp, And Neck"
926,Injury And Poisoning,Crushing Injury,Crushing Injury Of Trunk
927,Injury And Poisoning,Crushing Injury,Crushing Injury Of Upper Limb
928,Injury And Poisoning,Crushing Injury,Crushing Injury Of Lower Limb
929,Injury And Poisoning,Crushing Injury,Crushing Injury Of Multiple And Unspecified Sites
930,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body On External Eye
931,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Ear
932,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Nose
933,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Pharynx And Larynx
934,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,"Foreign Body In Trachea, Bronchus, And Lung"
935,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,"Foreign Body In Mouth, Esophagus, And Stomach"
936,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Intestine And Colon
937,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Anus And Rectum
938,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,"Foreign Body In Digestive System, Unspecified"
939,Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice,Foreign Body In Genitourinary Tract
940,Injury And Poisoning,Burns,Burn Confined To Eye And Adnexa
941,Injury And Poisoning,Burns,"Burn Of Face, Head, And Neck"
942,Injury And Poisoning,Burns,Burn Of Trunk
943,Injury And Poisoning,Burns,"Burn Of Upper Limb, Except Wrist And Hand"
944,Injury And Poisoning,Burns,Burn Of Wrist(S) And Hand(S)
945,Injury And Poisoning,Burns,Burn Of Lower Limb(S)
946,Injury And Poisoning,Burns,Burns Of Multiple Specified Sites
947,Injury And Poisoning,Burns,Burn Of Internal Organs
948,Injury And Poisoning,Burns,Burns Classified According To Extent Of Body Surface Involved
949,Injury And Poisoning,Burns,"Burn, Unspecified"
950,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Optic Nerve And Pathways
951,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Other Cranial Nerve(S)
952,Injury And Poisoning,Injury To Nerves And Spinal Cord,Spinal Cord Injury Without Evidence Of Spinal Bone Injury
953,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Nerve Roots And Spinal Plexus
954,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Other Nerve(S) Of Trunk Excluding Shoulder And Pelvic Girdles
955,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Peripheral Nerve(S) Of Shoulder Girdle And Upper Limb
956,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Peripheral Nerve(S) Of Pelvic Girdle And Lower Limb
957,Injury And Poisoning,Injury To Nerves And Spinal Cord,Injury To Other And Unspecified Nerves
958,Injury And Poisoning,Certain Traumatic Complications And Unspecified Injuries,Certain Early Complications Of Trauma
959,Injury And Poisoning,Certain Traumatic Complications And Unspecified Injuries,"Injury, Other And Unspecified"
960,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Antibiotics
961,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Other Anti-Infectives
962,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Hormones And Synthetic Substitutes
963,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Primarily Systemic Agents
964,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Agents Primarily Affecting Blood Constituents
965,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances","Poisoning By Analgesics, Antipyretics, And Antirheumatics"
966,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Anticonvulsants And Anti-Parkinsonism Drugs
967,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Sedatives And Hypnotics
968,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Other Central Nervous System Depressants And Anesthetics
969,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Psychotropic Agents
970,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Central Nervous System Stimulants
971,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Drugs Primarily Affecting The Autonomic Nervous System
972,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Agents Primarily Affecting The Cardiovascular System
973,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Agents Primarily Affecting The Gastrointestinal System
974,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances","Poisoning By Water, Mineral, And Uric Acid Metabolism Drugs"
975,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Agents Primarily Acting On The Smooth And Skeletal Muscles And Respiratory System
976,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances","Poisoning By Agents Primarily Affecting Skin And Mucous Membrane, Ophthalmological, Otorhinolaryngological, And Dental Drugs"
977,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Other And Unspecified Drugs And Medicinals
978,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Bacterial Vaccines
979,Injury And Poisoning,"Poisoning By Drugs, Medicinals And Biological Substances",Poisoning By Other Vaccines And Biological Substances
980,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Alcohol
981,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Petroleum Products
982,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Solvents Other Than Petroleum-Based
983,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,"Toxic Effect Of Corrosive Aromatics, Acids, And Caustic Alkalis"
984,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Lead And Its Compounds (Including Fumes)
985,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Other Metals
986,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Carbon Monoxide
987,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,"Toxic Effect Of Other Gases, Fumes, Or Vapors"
988,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,Toxic Effect Of Noxious Substances Eaten As Food
989,Injury And Poisoning,Toxic Effects Of Substances Chiefly Nonmedicinal As To Source,"Toxic Effect Of Other Substances, Chiefly Nonmedicinal As To Source"
990,Injury And Poisoning,Other And Unspecified Effects Of External Causes,"Effects Of Radiation, Unspecified"
991,Injury And Poisoning,Other And Unspecified Effects Of External Causes,Effects Of Reduced Temperature
992,Injury And Poisoning,Other And Unspecified Effects Of External Causes,Effects Of Heat And Light
993,Injury And Poisoning,Other And Unspecified Effects Of External Causes,Effects Of Air Pressure
994,Injury And Poisoning,Other And Unspecified Effects Of External Causes,Effects Of Other External Causes
995,Injury And Poisoning,Other And Unspecified Effects Of External Causes,"Certain Adverse Effects, Not Elsewhere Classified"
996,Injury And Poisoning,"Complications Of Surgical And Medical Care, Not Elsewhere Classified",Complications Peculiar To Certain Specified Procedures
997,Injury And Poisoning,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Complications Affecting Specified Body Systems, Not Elsewhere Classified"
998,Injury And Poisoning,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Other Complications Of Procedures, Not Elsewhere Classified"
999,Injury And Poisoning,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Complications Of Medical Care, Not Elsewhere Classified"
